gene_id	gene_name	S6_F_DMSO_REP1	S6_F_DMSO_REP2	S6_F_DMSO_REP3	S6_F_TDO2_REP1	S6_F_TDO2_REP2	S6_F_TDO2_REP3	S6_M_DMSO_REP1	S6_M_DMSO_REP2	S6_M_DMSO_REP3	S6_M_TDO2_REP1	S6_M_TDO2_REP2	S6_M_TDO2_REP3	WT_F_DMSO_REP1	WT_F_DMSO_REP2	WT_F_DMSO_REP3	WT_F_TDO2_REP1	WT_F_TDO2_REP2	WT_F_TDO2_REP3	WT_M_DMSO_REP1	WT_M_DMSO_REP2	WT_M_DMSO_REP3	WT_M_TDO2_REP1	WT_M_TDO2_REP2	WT_M_TDO2_REP3
FBgn0000356	Cp16	1	4.005	0	1	4	0	3	3.181	1.017	5	8.001	3.242	2.004	3.03	6.001	0	2	0	2	5.005	4	0.997	1	7
FBgn0000357	Cp18	18.05	19.002	28	25.677	29.469	24	12.045	14.412	16.713	26.098	39.972	24.002	11.019	14.34	15.973	14	11.031	23.997	13.623	13.027	15.58	16.574	11.043	18
FBgn0000358	Cp19	6.001	7	7	8	4	4.998	7.001	3.01	3	8.789	11.008	5	7.001	17.01	11.027	10	4.051	9.014	9.173	6.685	8	4	11	4
FBgn0000359	Cp36	4.001	6	7.095	9.057	13.222	4.003	2	6	9.592	5.659	21.08	8.001	8.007	7.003	11.094	4.001	8.4	5.421	10.208	13	15.001	9.918	12	4.472
FBgn0000360	Cp38	5.999	15.553	3.039	7.009	7.008	11	2	10.442	7.855	7.288	37.062	6.005	4	8	14.453	10.727	9.734	2.181	9.015	22.03	6.994	12.491	16.997	6.954
FBgn0000370	crc	28854.567	24883.705	35252.714	35429.606	33840.75	24538.236	7367.504	10274.686	10147.241	37326.073	32324.715	33376.598	30072.55	56619.987	38314.457	33210.249	23708.389	35833.834	46542.925	44111.197	42348.723	40734.754	44420.689	37163.563
FBgn0000376	crm	1219.775	1354.441	1823.711	1762.392	1613.003	1147.054	379.325	587.484	732.048	1724.053	1899.608	1566.728	773.168	1879.78	1054.954	935.03	1126.136	792.731	1483.095	1462.879	1456.121	1376.747	1690.155	1207.702
FBgn0000377	crn	1786.25	4524.887	2097.214	1859.756	1640.872	2148.815	499.927	4013.775	695.827	1927.575	1589.02	1376.991	1292.8	1770.862	1670.076	1518.579	1449.323	1512.928	1595.219	1706.148	1605.869	1235.089	1566.604	1707.444
FBgn0000382	csw	16633.162	14440.598	20379.705	19845.659	20195.698	14531.986	3462.264	5951.68	6160.917	20967.344	21290.858	19174.455	11592.312	26723.13	13652.447	14479.127	10134.774	12176.974	19306.198	20305.965	20118.566	16441.985	18498.668	16241.633
FBgn0000384	cta	1592.509	1456.243	1937.45	2175.612	2017.681	1644.007	364.999	623.366	668.856	2613.822	2320.296	2348.902	1120.494	2514.042	1578.627	1433.997	1277.062	1506.733	2443.536	2374.116	2260.609	2024.847	1153.447	1754.799
FBgn0000392	cup	7.735	52.197	0	0	44.099	0	0	132.69	40.989	88.831	0	0	123.721	0	136.349	22.169	0	121.897	132.638	0	87.047	0	99.253	0
FBgn0000394	cv	813.603	661.446	875.829	919.005	918.584	650.091	146.977	291.967	220.505	757.902	708.514	757.787	845.034	1398.299	1105.198	879.139	756.631	978.319	1165.514	1239.626	1117.054	1159.502	786.428	770.154
FBgn0000395	cv-2	1034.104	1128.436	1188.628	1210.673	1199.391	869.144	504.406	874.035	752.338	1328.813	1368.827	1112.075	600.897	1804.624	768.785	780.958	1247.231	758.343	1542.679	1341.017	1255.186	1153.076	1313.385	1171.651
FBgn0000404	CycA	43.003	63.944	44.067	47.916	45.232	47.104	19.116	49.381	18.297	57.076	68.461	67.048	43	109.007	83.166	62	26	57.001	83.223	76.113	56.315	66.244	35.957	72
FBgn0000405	CycB	57.329	85.007	52.47	35.993	41.01	46.86	31.003	73.407	48.287	74.997	105.823	66.189	81.086	160.081	80.678	55.087	73	67.524	113.783	98.216	83.562	57.941	77.53	67.962
FBgn0000406	Cyt-b5-r	56830	38363.127	57238	63453	46067	39619.101	4171.19	12755.024	9999	21333.114	9623.946	33996	50849	1326.411	65301.012	45249.973	27799.986	55492.005	22848.874	28524.014	26688.436	34452	41942.974	23175.119
FBgn0000411	D	505.042	506	616	641.678	587.004	546.99	142.016	217	245.41	774.022	779.779	770.169	454.384	1172.506	556.096	524.978	416.121	447.111	917.113	910.295	927.275	722.02	1028.726	709.092
FBgn0000412	D1	1588.301	1355.001	1775.999	1937.846	1788.81	1333.974	339.268	515.288	558.918	2148.08	2198.231	2110	1143.492	2551.251	1575.83	1382.739	1133	1600	2220	2203.098	2214.744	1856	1472.631	1763
FBgn0000414	Dab	8873.594	8537.222	13328.36	11605.051	11303.077	8482.943	2864.649	4684.395	4967.073	13362.714	15030.995	12666.716	7703.031	20467.161	10801.043	10912.954	9271.089	8631.501	15937.327	14615.74	16052.471	14790.645	19836.679	14164.014
FBgn0000416	Sap-r	54392.88	50166.087	70218.218	80799.112	62957.926	43290.281	7806.57	18642.46	16941.929	48649.9	37873.161	45161.602	57175.69	42712.944	60574.981	52999.864	33930.61	52737.893	35024.264	37156.438	36315.405	38628.815	33748.907	25654.258
FBgn0000422	Ddc	2743	2669.972	3778.443	4194.84	3609.103	2809.351	834.971	1224.918	1306.531	5755.41	5637.44	5258.174	1849.812	5374.055	2470.317	2829.458	1685.79	2315.498	4220.263	4207.08	4349.506	3614.697	3849.079	3494.519
FBgn0000426	SmF	89	66	84	83	69	49	19	29.169	14	62	83.978	80	44.645	107.404	73	66.876	58	84	102.126	86	95.765	77	68	51
FBgn0000427	dec	42.904	50.425	43.824	31.679	39.762	49.131	46.957	39.681	38.95	48.872	79.883	51.581	39.118	57.614	57.601	39.918	39.187	32.987	76.376	67.812	40.195	53.075	29.275	45.266
FBgn0000439	Dfd	963.46	1099.924	1302.737	803.232	1125.782	910.007	171.826	180.627	352	1279.628	1003.977	1161.086	682.012	1102.959	1107.062	1154.411	750.237	640.662	1943.483	1662.553	1499.34	1526.448	1187.638	1297.084
FBgn0000442	Pkg21D	274.258	225.312	327.68	369.585	296.183	245.638	45.103	83.326	95.2	196.82	311.441	265.168	213.238	550.201	222.272	155.034	129.575	206.052	206.036	185.637	166.049	205.692	177.609	165.398
FBgn0000447	Dhod	989	911.336	1263.568	1197.925	1131.242	780.58	211.031	417.78	365.898	1121.999	1059.942	1059.83	505.553	1006.275	748.035	638	670.376	788.831	951.319	1065.498	996	826.997	701.23	686.851
FBgn0000448	Hr3	1824.169	2117.539	3352.994	3481.408	3071.511	1989.028	850.661	1450.614	966.109	5246.453	5126.603	4519.904	1227.728	3607.713	971.751	1743.194	1821.831	2126.892	3273.126	5187.925	4939.348	2134.796	3770.432	4172.154
FBgn0000449	dib	13.118	17.14	21.837	10.504	11.774	12.797	15.505	15.681	14.923	15.849	19.994	16.348	7.364	37.443	4.763	12.354	17.845	15.933	13.835	18.643	10.473	10.267	12.654	20.738
FBgn0000451	ect	42.493	56.172	65.291	69.377	58.685	51.085	36.984	36.06	38.72	59.183	106.412	42.058	47.093	86.966	53.002	71.061	45.096	32.003	88.343	85.644	66.033	76.061	48.423	54.271
FBgn0000454	Dip-B	2557.457	2146.255	2883.88	2808	2536.725	1870.772	757.401	2107.289	891.84	2727.199	2211.213	2200.048	1902.957	3631.298	2284.335	1805.894	2002.932	2661.44	2615	2679.148	2499	2602.964	3013.163	2220.041
FBgn0000455	Dip-C	1111.405	1020.188	1362.739	1382.969	1167.534	897.589	219.974	459.558	409.806	1070	1141.846	1035.901	967.31	1954.994	1340.783	1217.941	816	1151.399	1232.097	1162.873	1310.358	1290.947	1512.128	1061.599
FBgn0000459	disco	812.178	760.033	897.832	1403.494	1485.093	877.434	128.377	231.151	204.851	646.997	458.916	574.969	1693.004	319.007	1844.773	1569.846	633.513	1464.93	617.514	1227.933	914.127	762.227	1040.827	566
FBgn0000463	Dl	492	412.426	513.434	488.041	537.858	402.244	76.945	142.499	98.162	634.059	533.741	480.11	226.844	519.193	282.587	386.064	255.608	291.923	594.902	647.818	706.901	411.14	382.286	419.969
FBgn0000464	Lar	7422.972	6403.584	9586.094	9250.695	9135.42	7249.44	2240.19	3785.82	3542.249	11294.159	12030.814	10338.308	4672.253	12044.268	6344.302	6700.876	4790.079	5923.818	10984.265	11175.641	12483.991	8641.648	11077.038	9761.146
FBgn0000473	Cyp6a2	775.789	1272	1356	1149.017	814.031	586	286.093	2583.111	1857	1034.885	967.984	921.097	657.934	1499.996	886.235	682.374	357.505	499.157	1094.468	658.917	1231.923	1012.148	1044.002	900
FBgn0000477	DNaseII	3733.578	2589.842	3297.478	5126.006	6236.404	3563.209	250.448	1460.305	754.958	1223.211	774	1366.721	4469.677	901	4936.677	4168.017	977.384	5126.95	1255.315	1465	1463.509	2019.297	2705.663	1190.27
FBgn0000479	dnc	6056.808	4951.323	7807.519	7212.133	7684.898	6072.927	1153.592	1936.667	2295.779	9446.8	9743.854	8629.185	3419.193	8141.386	3949.681	6549.829	13420.993	5456.79	7976.627	10607.229	10827.521	5587.807	8509.328	8325.3
FBgn0000482	dor	1088.992	1077.909	1551.153	1406.28	1282.552	960.652	399.248	659.993	706.654	1629.156	1530.575	1368.059	680.16	1517.549	980.522	855.942	1388.211	796.336	1265.217	1167.914	1235.998	1125.206	1499.219	1059.977
FBgn0000489	Pka-C3	2992.311	2917.1	4106.286	3413	3670	2647.771	694.53	913.366	978.472	4162.016	4133.248	3944.991	1974.218	5566.205	2469.378	2716	2186.284	2180.354	3901.883	3869.86	3907.025	3649.081	2664	2940.927
FBgn0000490	dpp	1084.975	956.931	1215.638	1490.152	1184.342	920.207	400.938	587.66	520.244	1550.478	1777.111	1330.098	596.387	1742.551	1006.061	767.792	906.304	779.894	1637.724	1249.839	1274.908	1322.805	1257.386	1076.736
FBgn0000492	Dr	513.662	832.357	905.387	902	725.155	692.998	124.507	236.979	238.131	405.43	565.475	592.11	1151.319	175.13	1013.363	1117.687	1147.954	593.091	1157.339	430.936	654.246	901.297	1774.881	1107.046
FBgn0000499	dsh	1573.813	1418.65	1920.742	1802.946	1778.187	1457.105	397.173	528.761	577.313	1951.94	2202.561	1741.709	1309.333	3370.922	1619.12	1554.425	1291.999	1436.787	2291.844	2035.267	2111.019	1924.947	2216.399	1791.184
FBgn0000500	Dsk	1251.643	982	1192.401	1081	1186	772.5	103	201	204.693	2056.144	2279.606	2157	654.091	2525.421	683	739.163	312	709.313	1053.198	891	1212	1523	1126	1105
FBgn0000504	dsx	2565.465	2614.16	3683.853	3041.196	2971.069	3424.508	450.69	673.641	746.872	2277.744	2272.928	2088.083	1865.744	3020.553	2575.886	1872.887	2768.175	3520.582	4191.538	5088.145	3543.725	3305.414	2541.375	3798.273
FBgn0000520	dwg	419.885	369.707	459.231	493.767	408	329.012	168.07	233.995	219.891	636.688	740.995	551.062	343.976	595.379	446.018	367.529	358	326.867	734.642	714.936	733.552	521.98	784	544.188
FBgn0000524	dx	868.754	706.48	1018.929	1016.547	927.196	842.819	176.6	331.487	224.833	756.242	698.009	733.549	731.002	1225.081	847.949	781.777	754.575	865.467	810.705	859.354	742.047	762.185	830.987	630.432
FBgn0000527	e	1124.311	980.268	1068.249	1362.337	1232.293	698.158	450.243	446.218	485.069	1504.035	1262.025	862.079	1102.995	2907.819	1219.408	1217.605	712.753	934.121	2019.812	1866.56	1821.928	2021.499	1840.755	1355.292
FBgn0000529	bsh	218.557	172.054	329.306	246.879	277.157	185.741	85.35	136.119	155.348	303.737	447.017	317.351	136.383	369.114	148.145	152.244	121.231	131.757	278.766	236.027	260.953	274.612	336.806	248.593
FBgn0000533	ea	394.007	367.237	487.369	332	507.998	336.013	91.028	71.028	134	391	433.263	362.448	181.189	319.472	294.455	295.597	241.657	105.112	336.653	227.268	253.998	308	199.972	195.128
FBgn0000535	eag	3746.076	2728.844	4599.703	4713.397	4662.027	3671.494	797.016	1237.812	1412.872	5711.98	5834.18	5120.013	1642.394	4614.112	1918.233	2758.731	1913.43	2458.461	4069.27	5264.257	5322.662	3035.848	4475.132	4762.575
FBgn0000536	eas	9483.997	7814.25	10225.768	9990	8729	7338	702.692	1035.408	1047.975	4336	3840.288	3904.895	7846.822	7166.377	10848.742	8879.929	6333.011	12112.003	6238.899	7839.401	5961.861	5899.167	3738.413	4037.842
FBgn0000541	E(bx)	9148.958	8699.912	11470.541	11066.776	11059.545	9108.057	2180.623	3597.974	3678.539	12653.571	13061.456	11952.138	6491.402	16007.093	8354.534	8943.107	7637.332	8508.882	13982.495	14376.546	14612.475	11854.325	9763.696	11393.65
FBgn0000542	ec	675.262	601.405	783.73	752.808	721.579	589.728	159.563	280.222	269.587	941.432	956.88	811.078	475.257	1039.599	586.159	527.505	419.56	500.633	1009.159	836.238	862.241	799.243	923.375	786.314
FBgn0000543	ecd	750.141	664.632	922.839	880.971	846.096	605.988	185.02	351.938	335.62	844.998	961.944	785.407	600	1151.082	784.224	622.507	597.065	728	1058.589	1055.326	983.875	830.906	919.269	784.999
FBgn0000546	EcR	4479.153	4008.093	5495.643	5646.877	5608.709	4667.965	27855.434	18937.909	12180.508	6833.095	6854.922	6140.945	3136.628	6266.8	3496.646	4038.53	4025.447	3763.317	6005.642	6575.291	6791.855	5141.894	6387.007	5855.04
FBgn0000547	ed	3675.753	3487.794	4631.2	4478.736	4365.855	3569.983	991.137	1812.973	1721.376	5667.442	5527.43	5184.526	2700.762	7776.083	3209.694	3835.365	2699.854	3239.65	5878.257	5926.501	6304.015	4839.63	6061.543	5257.685
FBgn0000551	Edg78E	13.024	17	22.001	21	20.973	17	12	7.937	13	21	28.046	23	7	28.356	11	14	12.001	14	27.008	21.554	23.342	20.373	13	21
FBgn0000552	Edg84A	6.945	5.01	4	2	5	2.998	4	6.869	1.063	3	12.072	3	4	15	5	1	6	4	10	8.65	5.015	4.253	4	4.06
FBgn0000557	eEF1alpha2	19800.713	19607.925	27773.757	27636.003	25765.564	19735.996	5235.11	7697.424	9539.301	34730.252	35615.131	30506.073	13118.33	34137.371	15481.64	15134.215	13340.256	14202.773	27782.36	26707.555	27087.896	25347.169	24112.878	23051.282
FBgn0000559	eEF2	120181.967	101187.913	142711.785	139017.003	136256.751	102850.814	22420.374	37556.543	34180	93157	88122.565	96001.054	156441.272	83016.157	169071.703	158622.804	112303.017	153304	117044.256	104855.911	101452.895	98861.111	116435.972	92549.173
FBgn0000560	eg	35.004	38.003	43.363	24.017	45.268	33.221	20.054	19.003	22.592	33	33.016	19	16.025	52.988	35	24.225	16.037	27.103	54.983	42.76	55.255	52.937	35	36.015
FBgn0000562	egl	4261.16	3933.94	5687.808	5413.717	5508.69	3975.828	1174.726	1999.059	2003.893	5336.796	5475.947	5081.222	3509	6640.064	4111.507	3672.002	2896.37	3308.449	5099.977	4785.3	4624.313	4602.268	5053.024	4084.367
FBgn0000564	Eh	321	111	351	7	342	20	2	10.871	4	5	9.989	19	5.836	11	15.035	8.008	2	24	25.909	11.026	7	9	7	5.002
FBgn0000565	MsrA	700.441	707.92	789.127	1298.944	1369.003	839.446	216.973	241.752	254.476	1037.935	953.479	1007.852	983.645	2656.559	3265.119	879.158	591.335	1148.999	1857.59	1613.478	1885.709	1345.691	1221.64	1060.025
FBgn0000566	Cth	1088.896	763	933.071	942.885	1109.136	808.104	537	1255.864	751.532	954.557	812.949	1375.309	832.95	853	1541	1199.265	1450.139	2184.957	1989.011	2234.26	1638.888	1174.803	1760	1148
FBgn0000567	Eip74EF	2918.571	2363.448	3369.864	3587.533	3596.74	2685.279	616.413	969.325	960.269	3319.612	3817.222	3177.12	2068.157	3574.836	2336.974	2819.77	1917.259	2226.917	3622.589	3418.553	3575.872	3002.538	3867.771	3388.65
FBgn0000568	Eip75B	10498.325	10130.797	14370.647	13321.43	13906.259	11477.502	2731.043	4782.068	4588.154	14857.663	16011.625	13816.455	7479.098	15352.231	8486.709	11336.224	9196.54	10536.181	15091.543	15691.57	16060.515	12118.066	19116.978	14300.961
FBgn0000575	emc	4422.031	4769.342	6497.99	6149.21	5742.921	4663.501	1052.981	2122.719	1953.376	7512.992	7354.088	6436.929	4721.982	10484.329	5786.017	6167.945	4293.135	5231.802	9481.995	8704.984	9022	7781.017	7425.612	7453.887
FBgn0000576	ems	164.983	153.996	165.28	197.497	249.105	184.192	69.345	90.098	57.845	331.019	293.899	207.2	128.11	283.442	152.494	226.786	16355.81	191.729	323.18	411.134	322.636	245.619	384.989	205.968
FBgn0000577	en	153.448	145.766	213.444	180.043	189.667	155.893	98.419	83.11	144.918	204.351	273.71	172.076	157.383	273.351	186.022	195.349	144.951	166.058	222.25	243.018	195.271	189.483	207.055	170.59
FBgn0000578	ena	1402.823	1252.869	1704.228	1761.135	1677.957	1291.464	398.78	729.296	589.192	2081.915	2411.68	1879.207	1132.225	3595.303	1310.598	1552.274	1032.632	1326.274	2040.397	2254.167	2407.581	1905.543	2029.277	1963.841
FBgn0000579	Eno	29803.21	20868.622	31351.237	26277.886	26439.439	21462.052	5145.055	10289.207	8800.895	22382.316	21269.017	23309.483	20055.86	26747.804	26191.594	21260.428	15292.99	24942.917	28776.13	26499.324	25598.08	30084.395	42488.555	26851.67
FBgn0000581	E(Pc)	7650.504	6929.253	9683.153	9275.756	9056.006	7282.326	2100.141	3278.918	3344.785	10869.825	11742.48	9853.567	5304.049	11539.25	6879.896	6878.762	6105.908	6327.11	10622.255	10970.72	11065.371	8996.564	12704.11	9630.979
FBgn0000588	esc	514.935	463.223	755.855	559.999	516.155	429.737	163.462	253.919	197.749	742.999	905.547	724	318.132	880.587	401.63	390.826	501	355.195	627.975	675.968	661.993	651.486	939.993	661.625
FBgn0000591	E(spl)m8-HLH	2	11.999	10	14.755	7.517	11	11425.088	8422.829	5013.937	96.875	16.816	37.74	18.009	14.368	8	8.016	20.286	16.941	17.797	17	85.073	98.571	69.329	87.29
FBgn0000592	Est-6	7977.082	6115.507	9431.208	10104.991	8777.986	7247.588	626.251	2148.016	1311.96	5279	5478.991	7647.968	8820.427	3468.006	14184	9967	8758.926	11117	7318.75	9083	7071.99	10853	6509	4920
FBgn0000594	Est-P	39.714	24.543	40.984	52.239	30.818	42.013	0	8.264	15.16	33.798	46.273	25.771	37.649	28.378	18.483	26.334	1846.739	26.167	30.143	37.688	29.199	35.937	55.004	46.662
FBgn0000606	eve	5.948	10.609	20.898	10.966	19.245	14.059	14.042	10.116	10.964	12.763	40.416	16.996	11.553	18.018	19.857	18.669	11	6.001	25.855	30.183	14.377	8.024	13.994	9.31
FBgn0000611	exd	3557.969	3159	4228.424	4657.952	4243.95	3424.694	73617.476	45163.794	27744.317	5049.471	4419.961	4532.214	2869.994	6412.476	3617.778	3386.935	2547.312	3425.811	4489.409	4902.613	5649.321	4618.041	3742.882	3959.864
FBgn0000615	exu	238.048	160.661	325.301	290.547	274.306	208.315	96.508	341.134	277.491	85.124	99.842	72.327	244.247	79.543	365.223	236.254	213.029	414.545	175.528	204.797	188.597	181.554	189.113	137.578
FBgn0000617	Taf9	238.053	232.906	299.027	280.641	263.006	189.001	41	84.979	51	229	259.849	219.928	195	382.425	305.708	253.6	168.106	274.908	332	345	293.637	293	278.907	227.988
FBgn0000618	e(y)2	89	108	122.448	131.801	116.175	82	12	34.358	28	106	101.943	112.053	95	173	158	115	88	119	131.88	136	128.478	115	56.001	87.073
FBgn0000625	eyg	163.407	163.898	228.277	161.078	205.431	178.969	50.956	101.815	66.183	236.046	301.158	241.2	135.734	362.091	180.488	161.659	136.239	176.105	253.055	296.265	277.084	202.772	278.599	235.476
FBgn0000629	E(z)	778.284	1069.467	989.032	891	829.117	801.293	175.446	377.012	268.292	876.602	852.018	760.419	600.082	1229.22	856.997	677.114	606	686.007	1138.159	1036.846	991.927	913.984	766.775	755.457
FBgn0000633	tei	2038.767	1632.954	2514.545	2378.565	2283.478	1865.497	555.952	949.592	1000.922	3141	3293.007	2848.953	1169.461	3335.254	1622.874	1684.002	1404.873	1566.696	2938.616	3241.663	3529.525	2415.763	2821.974	2728.515
FBgn0000635	Fas2	3267.009	3134.026	4299.774	3896.908	3880.252	2923.751	784.788	1288.231	1213.783	4176.448	4445.936	3847.855	2760.65	7533.868	3496.377	3694.073	2807.707	3557.87	5032.579	5076.899	5369.241	4785.787	4625.481	4265.027
FBgn0000636	Fas3	2407.767	2429.651	3037.501	2987.439	2796.216	2415.026	769.848	1714.744	1377.409	3746.838	2942.336	2923.4	2079.932	4806.372	2521.786	2718.714	1825.816	2598.272	3451.149	3547.21	3657.959	2925.457	4046.403	3435.096
FBgn0000639	Fbp1	61.451	71.109	168.815	216.959	51.824	92.214	28.483	29.872	21.963	38.759	81.25	42.764	32.187	39.952	34.776	35.462	38.187	64.492	60.699	63.647	46.15	26.537	38.335	31.624
FBgn0000640	Fbp2	5.997	18.021	15.092	9	22.021	17.278	12	15.998	17.8	14.96	27.199	24	16	15.982	28.013	15.036	14.026	6.02	16.295	29.103	18.713	10.148	9	12
FBgn0000644	Fcp3C	16	14.011	27.664	22.004	19.111	31.998	4	27	5.799	49	32.011	20.958	16.032	34.008	20.122	9.999	12.008	10.247	37.313	20.999	27.045	15.106	24	24.044
FBgn0000658	fj	99.87	146.963	154.974	80.996	94.946	116.005	4137.999	2059.779	1347.226	207.041	170.166	142.983	63.343	252.638	108.64	90.072	79.876	75.943	186.92	201.741	228.036	194.925	145.405	209.863
FBgn0000659	fkh	717.982	590.332	968.088	838.927	841.491	735.079	146.532	308.052	292.562	1055.345	1228.683	946.405	482.631	1148.961	602.785	710.029	432.988	660.755	1113.226	1221.24	1316.452	837.745	1218.024	978.374
FBgn0000662	fl(2)d	2023.944	1720.853	2428.822	2287.22	2389.202	1920.019	513.969	799.977	779.91	2618.382	2813.958	2456.996	1741.077	3379.061	1979.009	2034.736	1493.001	1841.932	2842.139	2798.544	2826.1	2517.99	2367.879	2567.999
FBgn0000667	Actn	3491.989	3383.873	4605.179	3652.633	3921.18	2966.616	723.314	934.035	1129.607	4008.219	4420.44	3956.013	2690.758	4496.262	2985.77	3357.663	2041.638	2639.235	4247.984	3887.047	3804.091	3639.368	4724.832	3064.546
FBgn0000709	fliI	2189.053	2058.213	2683.131	2729	2482.588	1952.71	472.945	918.171	855.632	2362.006	2604.292	2289.712	1701.577	3041.9	2052.326	1985.136	1507.818	1906.492	2446.134	2411.204	2236.883	1922.174	2101.563	1833.767
FBgn0000711	flw	5441.498	4434.096	6539.271	6826.097	6814.424	5712.212	1080.562	1767.595	1937.074	8762.311	8270.995	7958.79	3544.358	12084.634	4333.565	4457.62	3548.884	4296.513	6970.557	7376.596	7296.911	6068.409	5734.226	6053.459
FBgn0000715	FMRFa	234.438	241.05	344.774	316.841	295.001	260.408	52	76.935	95.026	434.832	421	361.437	130	322	161.905	163.974	157.001	115.026	378.983	291.404	421	284.359	292.245	166.002
FBgn0000719	fog	2092.178	2088.68	2477.445	2836.097	2559.512	1976.932	736.104	947.738	817.129	2426.381	2580.193	2183.987	1473.031	4106.64	1954.295	1904.484	1600.436	1793.924	2741.682	2761.387	2809.098	2658.675	1891.556	1948.017
FBgn0000721	for	9386.161	7696.674	10616.541	12027.503	11384.089	8677.654	1574.166	2530.867	2605.126	7607.569	7000.226	7502.974	7632.167	7171.02	9546.573	9276.188	6530.113	10856.658	7820.447	8455.996	7666.074	8113.856	8896.652	6106.168
FBgn0000723	FER	2696.796	2473.765	3753.969	3282.592	3436.195	2419.985	764.231	1257.957	1246.792	3841.491	4190.121	3865.813	2211.32	6416.292	2964.647	2591.971	2173.724	2450.846	4387.225	4357.511	4243.938	3778.188	4014.643	3674.986
FBgn0000808	gd	17.135	8.097	9.475	14.501	9.042	12.287	7.107	11.113	15.003	20.031	59.696	21	7.688	7.025	12.077	13	12.938	9.998	15.19	21.988	15.983	21.448	15.045	23.608
FBgn0000810	fs(1)K10	831.23	803.327	1072.004	931.804	933.418	854.984	183.396	316.33	268.733	962.56	996.651	944.17	611.01	1430.99	941.578	743.006	734.9	735.552	1063.81	1152.158	1050.543	850.095	1030	865.2
FBgn0000826	png	12	17	19.554	10.006	15	12	25.17	19.254	11	13.885	29.672	14.059	7	12.046	15.999	2.084	9	10.449	30.998	35.006	20.331	10	15.009	14
FBgn0000927	fs(1)Ya	35.094	30.137	20.022	22.008	13	19.041	22.316	61.026	22.002	59.002	288.5	42.1	10.004	62.838	27.013	12.575	21.016	28.323	68.001	106.018	87.026	101.14	47.268	54.854
